spg,n_atoms,numIons,wps,count
9,144,"(8, 8, 32, 96)","0-0,0-0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",4
9,144,"(8, 80, 4, 52)","0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0,0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,144,"(12, 16, 20, 96)","0-0-0,0-0-0-0,0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",3
9,144,"(12, 20, 16, 96)","0-0-0,0-0-0-0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,144,"(16, 32, 16, 80)","0-0-0-0,0-0-0-0-0-0-0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,144,"(16, 32, 96)","0-0-0-0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,144,"(32, 8, 24, 72, 8)","0-0-0-0-0-0-0-0,0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0",1
9,144,"(48, 96)","0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",3
9,148,"(24, 4, 12, 24, 84)","0-0-0-0-0-0,0,0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,152,"(12, 20, 24, 96)","0-0-0,0-0-0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,156,"(12, 36, 108)","0-0-0,0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",14
9,156,"(24, 4, 8, 12, 24, 84)","0-0-0-0-0-0,0,0-0,0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,156,"(36, 12, 108)","0-0-0-0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,156,"(36, 84, 24, 12)","0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0,0-0-0",1
9,160,"(4, 8, 4, 8, 4, 4, 32, 96)","0,0-0,0,0-0,0,0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,160,"(4, 8, 4, 8, 8, 32, 96)","0,0-0,0,0-0,0-0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,160,"(4, 24, 48, 4, 4, 76)","0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0,0,0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,160,"(8, 8, 32, 112)","0-0,0-0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,160,"(8, 24, 8, 120)","0-0,0-0-0-0-0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,160,"(12, 24, 124)","0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,160,"(20, 8, 8, 24, 100)","0-0-0-0-0,0-0,0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,164,"(16, 32, 116)","0-0-0-0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,164,"(24, 72, 68)","0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,164,"(28, 16, 24, 96)","0-0-0-0-0-0-0,0-0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,168,"(4, 32, 132)","0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,168,"(8, 4, 8, 40, 4, 104)","0-0,0,0-0,0-0-0-0-0-0-0-0-0-0,0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,168,"(8, 4, 8, 40, 108)","0-0,0,0-0,0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,168,"(8, 32, 12, 116)","0-0,0-0-0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,168,"(12, 12, 36, 108)","0-0-0,0-0-0,0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,168,"(24, 24, 120)","0-0-0-0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,168,"(36, 12, 24, 96)","0-0-0-0-0-0-0-0-0,0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",4
9,168,"(52, 4, 24, 4, 16, 32, 36)","0-0-0-0-0-0-0-0-0-0-0-0-0,0,0-0-0-0-0-0,0,0-0-0-0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0",1
9,172,"(4, 64, 28, 76)","0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",4
9,172,"(12, 12, 32, 116)","0-0-0,0-0-0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",12
9,176,"(16, 12, 32, 116)","0-0-0-0,0-0-0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",11
9,176,"(32, 4, 28, 112)","0-0-0-0-0-0-0-0,0,0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,176,"(40, 24, 16, 96)","0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,180,"(12, 24, 28, 4, 112)","0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0,0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,180,"(20, 12, 32, 116)","0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",5
9,180,"(32, 28, 4, 4, 112)","0-0-0-0-0-0-0-0,0-0-0-0-0-0-0,0,0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,180,"(36, 4, 28, 112)","0-0-0-0-0-0-0-0-0,0,0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,184,"(4, 80, 16, 20, 64)","0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0,0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,184,"(4, 100, 40, 40)","0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0",1
9,184,"(16, 4, 40, 28, 96)","0-0-0-0,0,0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,184,"(24, 12, 32, 116)","0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",7
9,184,"(40, 4, 24, 116)","0-0-0-0-0-0-0-0-0-0,0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,188,"(4, 20, 32, 132)","0,0-0-0-0-0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,188,"(28, 12, 32, 116)","0-0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,192,"(32, 12, 32, 116)","0-0-0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,192,"(32, 32, 128)","0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",5
9,192,"(80, 96, 16)","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0",1
9,192,"(80, 112)","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,196,"(4, 4, 20, 84, 24, 20, 40)","0,0,0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0,0-0-0-0-0,0-0-0-0-0-0-0-0-0-0",1
9,196,"(4, 32, 28, 132)","0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,196,"(16, 96, 52, 28, 4)","0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0,0",1
9,196,"(36, 12, 32, 116)","0-0-0-0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,196,"(104, 16, 76)","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,200,"(8, 16, 88, 16, 8, 64)","0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,200,"(32, 24, 28, 116)","0-0-0-0-0-0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,200,"(40, 56, 104)","0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,204,"(8, 16, 12, 24, 144)","0-0,0-0-0-0,0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",4
9,204,"(12, 12, 12, 24, 144)","0-0-0,0-0-0,0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",48
9,204,"(12, 24, 24, 144)","0-0-0,0-0-0-0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,204,"(16, 8, 12, 24, 144)","0-0-0-0,0-0,0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,204,"(24, 12, 24, 144)","0-0-0-0-0-0,0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",5
9,208,"(16, 8, 16, 64, 104)","0-0-0-0,0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,208,"(16, 8, 24, 40, 120)","0-0-0-0,0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,212,"(16, 88, 16, 12, 80)","0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,216,"(12, 4, 20, 24, 12, 144)","0-0-0,0,0-0-0-0-0,0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",4
9,216,"(12, 12, 12, 12, 24, 144)","0-0-0,0-0-0,0-0-0,0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",60
9,216,"(12, 12, 48, 144)","0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",3
9,216,"(12, 20, 4, 24, 12, 144)","0-0-0,0-0-0-0-0,0,0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,216,"(12, 24, 12, 24, 144)","0-0-0,0-0-0-0-0-0,0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",6
9,216,"(24, 8, 48, 136)","0-0-0-0-0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,216,"(40, 8, 16, 32, 120)","0-0-0-0-0-0-0-0-0-0,0-0,0-0-0-0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,220,"(4, 96, 36, 36, 48)","0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0",1
9,220,"(16, 16, 56, 8, 124)","0-0-0-0,0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,220,"(32, 16, 28, 144)","0-0-0-0-0-0-0-0,0-0-0-0,0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,224,"(32, 16, 32, 144)","0-0-0-0-0-0-0-0,0-0-0-0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,224,"(32, 32, 32, 128)","0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",18
9,224,"(32, 96, 12, 84)","0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,228,"(24, 4, 20, 12, 24, 144)","0-0-0-0-0-0,0,0-0-0-0-0,0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,228,"(24, 4, 20, 24, 12, 144)","0-0-0-0-0-0,0,0-0-0-0-0,0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",4
9,228,"(24, 8, 16, 12, 24, 144)","0-0-0-0-0-0,0-0,0-0-0-0,0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",4
9,228,"(24, 8, 16, 24, 12, 144)","0-0-0-0-0-0,0-0,0-0-0-0,0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,228,"(24, 12, 12, 12, 24, 144)","0-0-0-0-0-0,0-0-0,0-0-0,0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",45
9,228,"(24, 12, 24, 24, 144)","0-0-0-0-0-0,0-0-0,0-0-0-0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,228,"(24, 16, 8, 12, 24, 144)","0-0-0-0-0-0,0-0-0-0,0-0,0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,228,"(24, 16, 8, 24, 12, 144)","0-0-0-0-0-0,0-0-0-0,0-0,0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",4
9,228,"(24, 20, 4, 12, 24, 144)","0-0-0-0-0-0,0-0-0-0-0,0,0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",4
9,228,"(24, 20, 4, 24, 12, 144)","0-0-0-0-0-0,0-0-0-0-0,0,0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,228,"(24, 24, 12, 24, 144)","0-0-0-0-0-0,0-0-0-0-0-0,0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",9
9,240,"(12, 20, 60, 148)","0-0-0,0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,240,"(36, 4, 20, 12, 24, 144)","0-0-0-0-0-0-0-0-0,0,0-0-0-0-0,0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,240,"(36, 4, 20, 24, 12, 144)","0-0-0-0-0-0-0-0-0,0,0-0-0-0-0,0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,240,"(36, 12, 12, 12, 24, 144)","0-0-0-0-0-0-0-0-0,0-0-0,0-0-0,0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",54
9,240,"(36, 12, 12, 24, 12, 144)","0-0-0-0-0-0-0-0-0,0-0-0,0-0-0,0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",13
9,240,"(36, 12, 12, 36, 144)","0-0-0-0-0-0-0-0-0,0-0-0,0-0-0,0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",22
9,240,"(36, 12, 36, 12, 144)","0-0-0-0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",4
9,240,"(36, 20, 4, 12, 24, 144)","0-0-0-0-0-0-0-0-0,0-0-0-0-0,0,0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",4
9,240,"(36, 20, 4, 24, 12, 144)","0-0-0-0-0-0-0-0-0,0-0-0-0-0,0,0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",4
9,240,"(36, 24, 12, 24, 144)","0-0-0-0-0-0-0-0-0,0-0-0-0-0-0,0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",3
9,240,"(36, 24, 36, 144)","0-0-0-0-0-0-0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",6
9,252,"(48, 8, 16, 24, 12, 144)","0-0-0-0-0-0-0-0-0-0-0-0,0-0,0-0-0-0,0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,252,"(48, 12, 12, 12, 24, 144)","0-0-0-0-0-0-0-0-0-0-0-0,0-0-0,0-0-0,0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",15
9,252,"(48, 16, 8, 24, 12, 144)","0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0,0-0,0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",4
9,252,"(48, 24, 12, 24, 144)","0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0,0-0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",8
9,256,"(12, 8, 136, 100)","0-0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,268,"(4, 40, 48, 32, 144)","0,0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,268,"(32, 4, 36, 196)","0-0-0-0-0-0-0-0,0,0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",2
9,272,"(20, 8, 24, 72, 4, 144)","0-0-0-0-0,0-0,0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,280,"(44, 84, 8, 144)","0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
9,296,"(4, 8, 176, 56, 28, 16, 8)","0,0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0,0-0-0-0-0-0-0,0-0-0-0,0-0",1
9,300,"(84, 4, 40, 12, 160)","0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0,0,0-0-0-0-0-0-0-0-0-0,0-0-0,0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0",1
